,PROVINCIA,CPROV,MUNICIPIO,CP
3766,25-LLEIDA,25,25138-GUIMERA,25138
3767,25-LLEIDA,25,25139-GUISSONA,25139
3768,25-LLEIDA,25,25140-GUIXERS,25140
3769,25-LLEIDA,25,25146-ISONA I CONCA DELLA,25146
3770,25-LLEIDA,25,25143-IVARS D URGELL,25143
3771,25-LLEIDA,25,25142-IVARS DE NOGUERA,25142
3772,25-LLEIDA,25,25144-IVORRA,25144
3773,25-LLEIDA,25,25147-JOSA I TUIXEN,25147
3774,25-LLEIDA,25,25149-JUNCOSA,25149
3775,25-LLEIDA,25,25150-JUNEDA,25150
3776,25-LLEIDA,25,25006-L ALBAGES,25006
3777,25-LLEIDA,25,25009-L ALBI,25009
3778,25-LLEIDA,25,25102-L ESPLUGA CALVA,25102
3779,25-LLEIDA,25,25051-LA BARONIA DE RIALB,25051
3780,25-LLEIDA,25,25203-LA COMA I LA PEDRA,25203
3781,25-LLEIDA,25,25117-LA FLORESTA,25117
3782,25-LLEIDA,25,25122-LA FULIOLA,25122
3783,25-LLEIDA,25,25130-LA GRANADELLA,25130
3784,25-LLEIDA,25,25131-LA GRANJA D ESCARP,25131
3785,25-LLEIDA,25,25148-LA GUINGUETA D ANEU,25148
3786,25-LLEIDA,25,25171-LA MOLSOSA,25171
3787,25-LLEIDA,25,25211-LA POBLA DE CERVOLES,25211
3788,25-LLEIDA,25,25213-LA POBLA DE SEGUR,25213
3789,25-LLEIDA,25,25217-LA PORTELLA,25217
3790,25-LLEIDA,25,25043-LA SENTIU DE SIO,25043
3791,25-LLEIDA,25,25252-LA SEU D URGELL,25252
3792,25-LLEIDA,25,25284-LA TORRE DE CABDELLA,25284
3793,25-LLEIDA,25,25052-LA VALL DE BOI,25052
3794,25-LLEIDA,25,25302-LA VANSA I FORNOLS,25302
3795,25-LLEIDA,25,25152-LES,25152
3796,25-LLEIDA,25,25045-LES AVELLANES I SANTA LINYA,25045
3797,25-LLEIDA,25,25070-LES BORGES BLANQUES,25070
3798,25-LLEIDA,25,25190-LES OLUGES,25190
3799,25-LLEIDA,25,25185-LES VALLS D AGUILAR,25185
3800,25-LLEIDA,25,25026-LES VALLS DE VALIRA,25026
3801,25-LLEIDA,25,25153-LINYOLA,25153
3802,25-LLEIDA,25,25154-LLADORRE,25154
3803,25-LLEIDA,25,25155-LLADURS,25155
3804,25-LLEIDA,25,25157-LLARDECANS,25157
3805,25-LLEIDA,25,25158-LLAVORSI,25158
3806,25-LLEIDA,25,25900-LLEIDA,25900
3807,25-LLEIDA,25,25159-LLES DE CERDANYA,25159
3808,25-LLEIDA,25,25162-LLIMIANA,25162
3809,25-LLEIDA,25,25163-LLOBERA,25163
3810,25-LLEIDA,25,25168-MAIALS,25168
3811,25-LLEIDA,25,25164-MALDA,25164
3812,25-LLEIDA,25,25166-MASSALCOREIG,25166
3813,25-LLEIDA,25,25167-MASSOTERES,25167
3814,25-LLEIDA,25,25169-MENARGUENS,25169
3815,25-LLEIDA,25,25170-MIRALCAMP,25170
3816,25-LLEIDA,25,25172-MOLLERUSSA,25172
3817,25-LLEIDA,25,25177-MONTELLA I MARTINET,25177
3818,25-LLEIDA,25,25028-MONTFERRER I CASTELLBO,25028
3819,25-LLEIDA,25,25174-MONTGAI,25174
3820,25-LLEIDA,25,25179-MONTOLIU DE LLEIDA,25179
3821,25-LLEIDA,25,25178-MONTOLIU DE SEGARRA,25178
3822,25-LLEIDA,25,25180-MONTORNES DE SEGARRA,25180
3823,25-LLEIDA,25,25183-NALEC,25183
3824,25-LLEIDA,25,25233-NAUT ARAN,25233
3825,25-LLEIDA,25,25184-NAVES,25184
3826,25-LLEIDA,25,25186-ODEN,25186
3827,25-LLEIDA,25,25187-OLIANA,25187
3828,25-LLEIDA,25,25188-OLIOLA,25188
3829,25-LLEIDA,25,25189-OLIUS,25189
3830,25-LLEIDA,25,25194-ORGANYA,25194
3831,25-LLEIDA,25,25196-OS DE BALAGUER,25196
3832,25-LLEIDA,25,25197-OSSO DE SIO,25197
3833,25-LLEIDA,25,25204-PENELLES,25204
3834,25-LLEIDA,25,25206-PERAMOLA,25206
3835,25-LLEIDA,25,25207-PINELL DE SOLSONES,25207
3836,25-LLEIDA,25,25208-PINOS,25208
3837,25-LLEIDA,25,25215-PONTS,25215
3838,25-LLEIDA,25,25218-PRATS I SANSOR,25218
3839,25-LLEIDA,25,25219-PREIXANA,25219
3840,25-LLEIDA,25,25220-PREIXENS,25220
3841,25-LLEIDA,25,25222-PRULLANS,25222
3842,25-LLEIDA,25,25223-PUIGGROS,25223
3843,25-LLEIDA,25,25224-PUIGVERD D AGRAMUNT,25224
3844,25-LLEIDA,25,25225-PUIGVERD DE LLEIDA,25225
3845,25-LLEIDA,25,25226-RIALP,25226
3846,25-LLEIDA,25,25240-RIBERA D ONDARA,25240
3847,25-LLEIDA,25,25209-RIBERA D URGELLET,25209
3848,25-LLEIDA,25,25228-RINER,25228
3849,25-LLEIDA,25,25229-RIU DE CERDANYA,25229
3850,25-LLEIDA,25,25232-ROSSELLO,25232
3851,25-LLEIDA,25,25234-SALAS DE PALLARS,25234
3852,25-LLEIDA,25,25235-SANAUJA,25235
3853,25-LLEIDA,25,25242-SANT ESTEVE DE LA SARGA,25242
3854,25-LLEIDA,25,25236-SANT GUIM DE FREIXENET,25236
3855,25-LLEIDA,25,25243-SANT GUIM DE LA PLANA,25243
3856,25-LLEIDA,25,25237-SANT LLOREN  DE MORUNYS,25237
3857,25-LLEIDA,25,25244-SANT MARTI DE RIUCORB,25244
3858,25-LLEIDA,25,25238-SANT RAMON,25238
3859,25-LLEIDA,25,25250-SARROCA DE BELLERA,25250
3860,25-LLEIDA,25,25249-SARROCA DE LLEIDA,25249
3861,25-LLEIDA,25,25251-SENTERADA,25251
3862,25-LLEIDA,25,25254-SEROS,25254
3863,25-LLEIDA,25,25255-SIDAMON,25255
3864,25-LLEIDA,25,25257-SOLSONA,25257
3865,25-LLEIDA,25,25259-SORIGUERA,25259
3866,25-LLEIDA,25,25261-SORT,25261
3867,25-LLEIDA,25,25262-SOSES,25262
3868,25-LLEIDA,25,25263-SUDANELL,25263
3869,25-LLEIDA,25,25264-SUNYER,25264
3870,25-LLEIDA,25,25268-TALARN,25268
3871,25-LLEIDA,25,25269-TALAVERA,25269
3872,25-LLEIDA,25,25272-TARREGA,25272
3873,25-LLEIDA,25,25273-TARRES,25273
3874,25-LLEIDA,25,25274-TARROJA DE SEGARRA,25274
3875,25-LLEIDA,25,25275-TERMENS,25275
3876,25-LLEIDA,25,25276-TIRVIA,25276
3877,25-LLEIDA,25,25277-TIURANA,25277
3878,25-LLEIDA,25,25279-TORA,25279
3879,25-LLEIDA,25,25282-TORNABOUS,25282
3880,25-LLEIDA,25,25290-TORRE SERONA,25290
3881,25-LLEIDA,25,25283-TORREBESSES,25283
3882,25-LLEIDA,25,25285-TORREFARRERA,25285
3883,25-LLEIDA,25,25286-TORREFETA I FLOREJACS,25286
3884,25-LLEIDA,25,25287-TORREGROSSA,25287
3885,25-LLEIDA,25,25288-TORRELAMEU,25288
3886,25-LLEIDA,25,25289-TORRES DE SEGRE,25289
3887,25-LLEIDA,25,25295-TREMP,25295
3888,25-LLEIDA,25,25227-VALL DE CARDOS,25227
3889,25-LLEIDA,25,25300-VALLBONA DE LES MONGES,25300
3890,25-LLEIDA,25,25301-VALLFOGONA DE BALAGUER,25301
3891,25-LLEIDA,25,25303-VERDU,25303
3892,25-LLEIDA,25,25304-VIELHA E MIJARAN,25304
3893,25-LLEIDA,25,25314-VILA SANA,25314
3894,25-LLEIDA,25,25306-VILAGRASSA,25306
3895,25-LLEIDA,25,25307-VILALLER,25307
3896,25-LLEIDA,25,25309-VILAMOS,25309
3897,25-LLEIDA,25,25310-VILANOVA DE BELLPUIG,25310
3898,25-LLEIDA,25,25311-VILANOVA DE L AGUDA,25311
3899,25-LLEIDA,25,25317-VILANOVA DE LA BARCA,25317
3900,25-LLEIDA,25,25312-VILANOVA DE MEIA,25312
3901,25-LLEIDA,25,25313-VILANOVA DE SEGRIA,25313
3902,25-LLEIDA,25,25319-VINAIXA,25319
3903,26-LA RIOJA,26,26001-ABALOS,26001
3904,26-LA RIOJA,26,26002-AGONCILLO,26002
3905,26-LA RIOJA,26,26003-AGUILAR DEL RIO ALHAMA,26003
3906,26-LA RIOJA,26,26004-AJAMIL DE CAMEROS,26004
3907,26-LA RIOJA,26,26005-ALBELDA DE IREGUA,26005
3908,26-LA RIOJA,26,26006-ALBERITE,26006
3909,26-LA RIOJA,26,26007-ALCANADRE,26007
3910,26-LA RIOJA,26,26008-ALDEANUEVA DE EBRO,26008
3911,26-LA RIOJA,26,26009-ALESANCO,26009
3912,26-LA RIOJA,26,26010-ALESON,26010
3913,26-LA RIOJA,26,26011-ALFARO,26011
3914,26-LA RIOJA,26,26012-ALMARZA DE CAMEROS,26012
3915,26-LA RIOJA,26,26013-ANGUCIANA,26013
3916,26-LA RIOJA,26,26014-ANGUIANO,26014
3917,26-LA RIOJA,26,26015-ARENZANA DE ABAJO,26015
3918,26-LA RIOJA,26,26016-ARENZANA DE ARRIBA,26016
3919,26-LA RIOJA,26,26017-ARNEDILLO,26017
3920,26-LA RIOJA,26,26018-ARNEDO,26018
3921,26-LA RIOJA,26,26019-ARRUBAL,26019
3922,26-LA RIOJA,26,26020-AUSEJO,26020
3923,26-LA RIOJA,26,26021-AUTOL,26021
3924,26-LA RIOJA,26,26022-AZOFRA,26022
3925,26-LA RIOJA,26,26023-BADARAN,26023
3926,26-LA RIOJA,26,26024-BAÑARES,26024
3927,26-LA RIOJA,26,26026-BAÑOS DE RIO TOBIA,26026
3928,26-LA RIOJA,26,26025-BAÑOS DE RIOJA,26025
3929,26-LA RIOJA,26,26027-BERCEO,26027
3930,26-LA RIOJA,26,26028-BERGASA,26028
3931,26-LA RIOJA,26,26029-BERGASILLAS BAJERA,26029
3932,26-LA RIOJA,26,26030-BEZARES,26030
3933,26-LA RIOJA,26,26031-BOBADILLA,26031
3934,26-LA RIOJA,26,26032-BRIEVA DE CAMEROS,26032
3935,26-LA RIOJA,26,26034-BRIONES,26034
3936,26-LA RIOJA,26,26033-BRIÑAS,26033
3937,26-LA RIOJA,26,26035-CABEZON DE CAMEROS,26035
3938,26-LA RIOJA,26,26036-CALAHORRA,26036
3939,26-LA RIOJA,26,26037-CAMPROVIN,26037
3940,26-LA RIOJA,26,26038-CANALES DE LA SIERRA,26038
3941,26-LA RIOJA,26,26039-CANILLAS DE RIO TUERTO,26039
3942,26-LA RIOJA,26,26041-CARDENAS,26041
3943,26-LA RIOJA,26,26042-CASALARREINA,26042
3944,26-LA RIOJA,26,26043-CASTAÑARES DE RIOJA,26043
3945,26-LA RIOJA,26,26044-CASTROVIEJO,26044
3946,26-LA RIOJA,26,26040-CAÑAS,26040
3947,26-LA RIOJA,26,26045-CELLORIGO,26045
3948,26-LA RIOJA,26,26046-CENICERO,26046
3949,26-LA RIOJA,26,26047-CERVERA DEL RIO ALHAMA,26047
3950,26-LA RIOJA,26,26048-CIDAMON,26048
3951,26-LA RIOJA,26,26049-CIHURI,26049
3952,26-LA RIOJA,26,26050-CIRUEÑA,26050
3953,26-LA RIOJA,26,26051-CLAVIJO,26051
3954,26-LA RIOJA,26,26052-CORDOVIN,26052
3955,26-LA RIOJA,26,26053-CORERA,26053
3956,26-LA RIOJA,26,26054-CORNAGO,26054
3957,26-LA RIOJA,26,26055-CORPORALES,26055
3958,26-LA RIOJA,26,26056-CUZCURRITA DE RIO TIRON,26056
3959,26-LA RIOJA,26,26057-DAROCA DE RIOJA,26057
3960,26-LA RIOJA,26,26122-EL RASILLO DE CAMEROS,26122
3961,26-LA RIOJA,26,26123-EL REDAL,26123
3962,26-LA RIOJA,26,26171-EL VILLAR DE ARNEDO,26171
3963,26-LA RIOJA,26,26058-ENCISO,26058
3964,26-LA RIOJA,26,26059-ENTRENA,26059
3965,26-LA RIOJA,26,26060-ESTOLLO,26060
3966,26-LA RIOJA,26,26061-EZCARAY,26061
3967,26-LA RIOJA,26,26062-FONCEA,26062
3968,26-LA RIOJA,26,26063-FONZALECHE,26063
3969,26-LA RIOJA,26,26064-FUENMAYOR,26064
3970,26-LA RIOJA,26,26065-GALBARRULI,26065
3971,26-LA RIOJA,26,26066-GALILEA,26066
3972,26-LA RIOJA,26,26067-GALLINERO DE CAMEROS,26067
3973,26-LA RIOJA,26,26068-GIMILEO,26068
3974,26-LA RIOJA,26,26070-GRAVALOS,26070
3975,26-LA RIOJA,26,26069-GRAÑON,26069
3976,26-LA RIOJA,26,26071-HARO,26071
3977,26-LA RIOJA,26,26072-HERCE,26072
3978,26-LA RIOJA,26,26073-HERRAMELLURI,26073
3979,26-LA RIOJA,26,26074-HERVIAS,26074
3980,26-LA RIOJA,26,26075-HORMILLA,26075
3981,26-LA RIOJA,26,26076-HORMILLEJA,26076
3982,26-LA RIOJA,26,26077-HORNILLOS DE CAMEROS,26077
3983,26-LA RIOJA,26,26078-HORNOS DE MONCALVILLO,26078
3984,26-LA RIOJA,26,26079-HUERCANOS,26079
3985,26-LA RIOJA,26,26080-IGEA,26080
3986,26-LA RIOJA,26,26081-JALON DE CAMEROS,26081
3987,26-LA RIOJA,26,26082-LAGUNA DE CAMEROS,26082
3988,26-LA RIOJA,26,26083-LAGUNILLA DEL JUBERA,26083
3989,26-LA RIOJA,26,26084-LARDERO,26084
3990,26-LA RIOJA,26,26086-LEDESMA DE LA COGOLLA,26086
3991,26-LA RIOJA,26,26087-LEIVA,26087
3992,26-LA RIOJA,26,26088-LEZA DE RIO LEZA,26088
3993,26-LA RIOJA,26,26900-LOGROÑO,26900
3994,26-LA RIOJA,26,26091-LUMBRERAS DE CAMEROS,26091
3995,26-LA RIOJA,26,26092-MANJARRES,26092
3996,26-LA RIOJA,26,26093-MANSILLA DE LA SIERRA,26093
3997,26-LA RIOJA,26,26094-MANZANARES DE RIOJA,26094
3998,26-LA RIOJA,26,26095-MATUTE,26095
3999,26-LA RIOJA,26,26096-MEDRANO,26096
4000,26-LA RIOJA,26,26099-MUNILLA,26099
4001,26-LA RIOJA,26,26100-MURILLO DE RIO LEZA,26100
4002,26-LA RIOJA,26,26101-MURO DE AGUAS,26101
4003,26-LA RIOJA,26,26102-MURO EN CAMEROS,26102
4004,26-LA RIOJA,26,26103-NAJERA,26103
4005,26-LA RIOJA,26,26104-NALDA,26104
4006,26-LA RIOJA,26,26105-NAVAJUN,26105
4007,26-LA RIOJA,26,26106-NAVARRETE,26106
4008,26-LA RIOJA,26,26107-NESTARES,26107
4009,26-LA RIOJA,26,26108-NIEVA DE CAMEROS,26108
4010,26-LA RIOJA,26,26109-OCHANDURI,26109
4011,26-LA RIOJA,26,26097-OCON,26097
4012,26-LA RIOJA,26,26110-OJACASTRO,26110
4013,26-LA RIOJA,26,26111-OLLAURI,26111
4014,26-LA RIOJA,26,26112-ORTIGOSA DE CAMEROS,26112
4015,26-LA RIOJA,26,26113-PAZUENGOS,26113
4016,26-LA RIOJA,26,26114-PEDROSO,26114
4017,26-LA RIOJA,26,26115-PINILLOS,26115
4018,26-LA RIOJA,26,26117-PRADEJON,26117
4019,26-LA RIOJA,26,26118-PRADILLO,26118
4020,26-LA RIOJA,26,26119-PREJANO,26119
4021,26-LA RIOJA,26,26120-QUEL,26120
4022,26-LA RIOJA,26,26121-RABANERA,26121
4023,26-LA RIOJA,26,26124-RIBAFRECHA,26124
4024,26-LA RIOJA,26,26125-RINCON DE SOTO,26125
4025,26-LA RIOJA,26,26126-ROBRES DEL CASTILLO,26126
4026,26-LA RIOJA,26,26127-RODEZNO,26127
4027,26-LA RIOJA,26,26128-SAJAZARRA,26128
4028,26-LA RIOJA,26,26129-SAN ASENSIO,26129
4029,26-LA RIOJA,26,26130-SAN MILLAN DE LA COGOLLA,26130
4030,26-LA RIOJA,26,26131-SAN MILLAN DE YECORA,26131
4031,26-LA RIOJA,26,26132-SAN ROMAN DE CAMEROS,26132
4032,26-LA RIOJA,26,26139-SAN TORCUATO,26139
4033,26-LA RIOJA,26,26142-SAN VICENTE DE LA SONSIERRA,26142
4034,26-LA RIOJA,26,26134-SANTA COLOMA,26134
4035,26-LA RIOJA,26,26135-SANTA ENGRACIA DEL JUBERA,26135
4036,26-LA RIOJA,26,26136-SANTA EULALIA BAJERA,26136
4037,26-LA RIOJA,26,26138-SANTO DOMINGO DE LA CALZADA,26138
4038,26-LA RIOJA,26,26140-SANTURDE DE RIOJA,26140
4039,26-LA RIOJA,26,26141-SANTURDEJO,26141
4040,26-LA RIOJA,26,26143-SOJUELA,26143
4041,26-LA RIOJA,26,26144-SORZANO,26144
4042,26-LA RIOJA,26,26145-SOTES,26145
4043,26-LA RIOJA,26,26146-SOTO EN CAMEROS,26146
4044,26-LA RIOJA,26,26147-TERROBA,26147
4045,26-LA RIOJA,26,26148-TIRGO,26148
4046,26-LA RIOJA,26,26149-TOBIA,26149
4047,26-LA RIOJA,26,26150-TORMANTOS,26150
4048,26-LA RIOJA,26,26153-TORRE EN CAMEROS,26153
4049,26-LA RIOJA,26,26151-TORRECILLA EN CAMEROS,26151
4050,26-LA RIOJA,26,26152-TORRECILLA SOBRE ALESANCO,26152
4051,26-LA RIOJA,26,26154-TORREMONTALBO,26154
4052,26-LA RIOJA,26,26155-TREVIANA,26155
4053,26-LA RIOJA,26,26157-TRICIO,26157
4054,26-LA RIOJA,26,26158-TUDELILLA,26158
4055,26-LA RIOJA,26,26160-URUÑUELA,26160
4056,26-LA RIOJA,26,26161-VALDEMADERA,26161
4057,26-LA RIOJA,26,26162-VALGAÑON,26162
4058,26-LA RIOJA,26,26163-VENTOSA,26163
4059,26-LA RIOJA,26,26164-VENTROSA,26164
4060,26-LA RIOJA,26,26165-VIGUERA,26165
4061,26-LA RIOJA,26,26167-VILLALBA DE RIOJA,26167
4062,26-LA RIOJA,26,26168-VILLALOBAR DE RIOJA,26168
4063,26-LA RIOJA,26,26169-VILLAMEDIANA DE IREGUA,26169
4064,26-LA RIOJA,26,26170-VILLANUEVA DE CAMEROS,26170
4065,26-LA RIOJA,26,26172-VILLAR DE TORRE,26172
4066,26-LA RIOJA,26,26173-VILLAREJO,26173
4067,26-LA RIOJA,26,26174-VILLARROYA,26174
4068,26-LA RIOJA,26,26175-VILLARTA QUINTANA,26175
4069,26-LA RIOJA,26,26176-VILLAVELAYO,26176
4070,26-LA RIOJA,26,26177-VILLAVERDE DE RIOJA,26177
4071,26-LA RIOJA,26,26178-VILLOSLADA DE CAMEROS,26178
4072,26-LA RIOJA,26,26179-VINIEGRA DE ABAJO,26179
4073,26-LA RIOJA,26,26180-VINIEGRA DE ARRIBA,26180
4074,26-LA RIOJA,26,26181-ZARRATON,26181
4075,26-LA RIOJA,26,26182-ZARZOSA,26182
4076,26-LA RIOJA,26,26184-ZORRAQUIN,26184
4077,27-LUGO,27,27018-A FONSAGRADA,27018
4078,27-LUGO,27,27044-A PASTORIZA,27044
4079,27-LUGO,27,27047-A POBRA DO BROLLON,27047
4080,27-LUGO,27,27048-A PONTENOVA,27048
4081,27-LUGO,27,27001-ABADIN,27001
4082,27-LUGO,27,27002-ALFOZ,27002
4083,27-LUGO,27,27003-ANTAS DE ULLA,27003
4084,27-LUGO,27,27037-AS NOGAIS,27037
4085,27-LUGO,27,27004-BALEIRA,27004
4086,27-LUGO,27,27036-BARALLA,27036
4087,27-LUGO,27,27005-BARREIROS,27005
4088,27-LUGO,27,27006-BECERREA,27006
4089,27-LUGO,27,27007-BEGONTE,27007
4090,27-LUGO,27,27008-BOVEDA,27008
4091,27-LUGO,27,27068-BURELA,27068
4092,27-LUGO,27,27009-CARBALLEDO,27009
4093,27-LUGO,27,27010-CASTRO DE REI,27010
4094,27-LUGO,27,27011-CASTROVERDE,27011
4095,27-LUGO,27,27012-CERVANTES,27012
4096,27-LUGO,27,27013-CERVO,27013
4097,27-LUGO,27,27016-CHANTADA,27016
4098,27-LUGO,27,27015-COSPEITO,27015
4099,27-LUGO,27,27017-FOLGOSO DO COUREL,27017
4100,27-LUGO,27,27019-FOZ,27019
4101,27-LUGO,27,27020-FRIOL,27020
4102,27-LUGO,27,27022-GUITIRIZ,27022
4103,27-LUGO,27,27023-GUNTIN,27023
4104,27-LUGO,27,27026-LANCARA,27026
4105,27-LUGO,27,27027-LOURENZA,27027
4106,27-LUGO,27,27900-LUGO,27900
4107,27-LUGO,27,27029-MEIRA,27029
4108,27-LUGO,27,27030-MONDOÑEDO,27030
4109,27-LUGO,27,27031-MONFORTE DE LEMOS,27031
4110,27-LUGO,27,27032-MONTERROSO,27032
4111,27-LUGO,27,27033-MURAS,27033
4112,27-LUGO,27,27034-NAVIA DE SUARNA,27034
4113,27-LUGO,27,27035-NEGUEIRA DE MUÑIZ,27035
4114,27-LUGO,27,27014-O CORGO,27014
4115,27-LUGO,27,27024-O INCIO,27024
4116,27-LUGO,27,27043-O PARAMO,27043
4117,27-LUGO,27,27058-O SAVIÑAO,27058
4118,27-LUGO,27,27063-O VALADOURO,27063
4119,27-LUGO,27,27064-O VICEDO,27064
4120,27-LUGO,27,27038-OUROL,27038
4121,27-LUGO,27,27039-OUTEIRO DE REI,27039
4122,27-LUGO,27,27040-PALAS DE REI,27040
4123,27-LUGO,27,27041-PANTON,27041
4124,27-LUGO,27,27042-PARADELA,27042
4125,27-LUGO,27,27045-PEDRAFITA DO CEBREIRO,27045
4126,27-LUGO,27,27046-POL,27046
4127,27-LUGO,27,27049-PORTOMARIN,27049
4128,27-LUGO,27,27050-QUIROGA,27050
4129,27-LUGO,27,27056-RABADE,27056
4130,27-LUGO,27,27051-RIBADEO,27051
4131,27-LUGO,27,27052-RIBAS DE SIL,27052
4132,27-LUGO,27,27053-RIBEIRA DE PIQUIN,27053
4133,27-LUGO,27,27054-RIOTORTO,27054
4134,27-LUGO,27,27055-SAMOS,27055
4135,27-LUGO,27,27057-SARRIA,27057
4136,27-LUGO,27,27059-SOBER,27059
4137,27-LUGO,27,27060-TABOADA,27060
4138,27-LUGO,27,27061-TRABADA,27061
4139,27-LUGO,27,27062-TRIACASTELA,27062
4140,27-LUGO,27,27065-VILALBA,27065
4141,27-LUGO,27,27067-VIVEIRO,27067
4142,27-LUGO,27,27021-XERMADE,27021
4143,27-LUGO,27,27025-XOVE,27025
4144,28-MADRID,28,28002-AJALVIR,28002
4145,28-MADRID,28,28003-ALAMEDA DEL VALLE,28003
4146,28-MADRID,28,28005-ALCALA DE HENARES,28005
4147,28-MADRID,28,28006-ALCOBENDAS,28006
4148,28-MADRID,28,28007-ALCORCON,28007
4149,28-MADRID,28,28008-ALDEA DEL FRESNO,28008
4150,28-MADRID,28,28009-ALGETE,28009
4151,28-MADRID,28,28010-ALPEDRETE,28010
4152,28-MADRID,28,28011-AMBITE,28011
4153,28-MADRID,28,28012-ANCHUELO,28012
4154,28-MADRID,28,28013-ARANJUEZ,28013
4155,28-MADRID,28,28014-ARGANDA DEL REY,28014
4156,28-MADRID,28,28015-ARROYOMOLINOS,28015
4157,28-MADRID,28,28017-BATRES,28017
4158,28-MADRID,28,28018-BECERRIL DE LA SIERRA,28018
4159,28-MADRID,28,28019-BELMONTE DE TAJO,28019
4160,28-MADRID,28,28021-BERZOSA DEL LOZOYA,28021
4161,28-MADRID,28,28022-BOADILLA DEL MONTE,28022
4162,28-MADRID,28,28024-BRAOJOS,28024
4163,28-MADRID,28,28025-BREA DE TAJO,28025
4164,28-MADRID,28,28026-BRUNETE,28026
4165,28-MADRID,28,28027-BUITRAGO DEL LOZOYA,28027
4166,28-MADRID,28,28028-BUSTARVIEJO,28028
4167,28-MADRID,28,28029-CABANILLAS DE LA SIERRA,28029
4168,28-MADRID,28,28031-CADALSO DE LOS VIDRIOS,28031
4169,28-MADRID,28,28032-CAMARMA DE ESTERUELAS,28032
4170,28-MADRID,28,28033-CAMPO REAL,28033
4171,28-MADRID,28,28034-CANENCIA,28034
4172,28-MADRID,28,28035-CARABAÑA,28035
4173,28-MADRID,28,28036-CASARRUBUELOS,28036
4174,28-MADRID,28,28037-CENICIENTOS,28037
4175,28-MADRID,28,28038-CERCEDILLA,28038
4176,28-MADRID,28,28039-CERVERA DE BUITRAGO,28039
4177,28-MADRID,28,28051-CHAPINERIA,28051
4178,28-MADRID,28,28052-CHINCHON,28052
4179,28-MADRID,28,28040-CIEMPOZUELOS,28040
4180,28-MADRID,28,28041-COBEÑA,28041
4181,28-MADRID,28,28046-COLLADO MEDIANO,28046
4182,28-MADRID,28,28047-COLLADO VILLALBA,28047
4183,28-MADRID,28,28043-COLMENAR DE OREJA,28043
4184,28-MADRID,28,28042-COLMENAR DEL ARROYO,28042
4185,28-MADRID,28,28045-COLMENAR VIEJO,28045
4186,28-MADRID,28,28044-COLMENAREJO,28044
4187,28-MADRID,28,28048-CORPA,28048
4188,28-MADRID,28,28049-COSLADA,28049
4189,28-MADRID,28,28050-CUBAS DE LA SAGRA,28050
4190,28-MADRID,28,28053-DAGANZO DE ARRIBA,28053
4191,28-MADRID,28,28004-EL ALAMO,28004
4192,28-MADRID,28,28016-EL ATAZAR,28016
4193,28-MADRID,28,28020-EL BERRUECO,28020
4194,28-MADRID,28,28023-EL BOALO,28023
4195,28-MADRID,28,28054-EL ESCORIAL,28054
4196,28-MADRID,28,28086-EL MOLAR,28086
4197,28-MADRID,28,28168-EL VELLON,28168
4198,28-MADRID,28,28055-ESTREMERA,28055
4199,28-MADRID,28,28056-FRESNEDILLAS DE LA OLIVA,28056
4200,28-MADRID,28,28057-FRESNO DE TOROTE,28057
4201,28-MADRID,28,28058-FUENLABRADA,28058
4202,28-MADRID,28,28059-FUENTE EL SAZ DE JARAMA,28059
4203,28-MADRID,28,28060-FUENTIDUEÑA DE TAJO,28060
4204,28-MADRID,28,28061-GALAPAGAR,28061
4205,28-MADRID,28,28062-GARGANTA DE LOS MONTES,28062
4206,28-MADRID,28,28063-GARGANTILLA DEL LOZOYA Y PINIL,28063
4207,28-MADRID,28,28064-GASCONES,28064
4208,28-MADRID,28,28065-GETAFE,28065
4209,28-MADRID,28,28066-GRIÑON,28066
4210,28-MADRID,28,28067-GUADALIX DE LA SIERRA,28067
4211,28-MADRID,28,28068-GUADARRAMA,28068
4212,28-MADRID,28,28070-HORCAJO DE LA SIERRA AOSLOS,28070
4213,28-MADRID,28,28071-HORCAJUELO DE LA SIERRA,28071
4214,28-MADRID,28,28072-HOYO DE MANZANARES,28072
4215,28-MADRID,28,28073-HUMANES DE MADRID,28073
4216,28-MADRID,28,28001-LA ACEBEDA,28001
4217,28-MADRID,28,28030-LA CABRERA,28030
4218,28-MADRID,28,28069-LA HIRUELA,28069
4219,28-MADRID,28,28138-LA SERNA DEL MONTE,28138
4220,28-MADRID,28,28127-LAS ROZAS DE MADRID,28127
4221,28-MADRID,28,28074-LEGANES,28074
4222,28-MADRID,28,28075-LOECHES,28075
4223,28-MADRID,28,28087-LOS MOLINOS,28087
4224,28-MADRID,28,28137-LOS SANTOS DE LA HUMOSA,28137
4225,28-MADRID,28,28076-LOZOYA,28076
4226,28-MADRID,28,28077-LOZOYUELA NAVAS SIETEIGLESIAS,28077
4227,28-MADRID,28,28078-MADARCOS,28078
4228,28-MADRID,28,28900-MADRID,28900
4229,28-MADRID,28,28080-MAJADAHONDA,28080
4230,28-MADRID,28,28082-MANZANARES EL REAL,28082
4231,28-MADRID,28,28083-MECO,28083
4232,28-MADRID,28,28084-MEJORADA DEL CAMPO,28084
4233,28-MADRID,28,28085-MIRAFLORES DE LA SIERRA,28085
4234,28-MADRID,28,28088-MONTEJO DE LA SIERRA,28088
4235,28-MADRID,28,28089-MORALEJA DE ENMEDIO,28089
4236,28-MADRID,28,28090-MORALZARZAL,28090
